domain,base_url,email_general,phone_general,tg,vk,youtube,instagram,inn,ogrn,kpp,lms_detected,main_category,about_pages,last_crawled_utc,source,icp_score,priority
lobzhanidze.online,https://lobzhanidze.online,doctor.lobzhanidze@gmail.com,81401645499,https://t.me/Lobzhanidzebot,https://vk.com/doctor_lobzhanidze,,https://instagram.com/doctor_lobzhanidze?igshid=YmMyMTA2M2Y=,263517325043,1197746675170,263443001,getcourse,IT,https://lobzhanidze.online/oferta;https://lobzhanidze.online/about;https://lobzhanidze.online/privacy,2026-04-30T13:51:45Z,sources.txt,75,A
losevapro.ru,https://losevapro.ru,li5211@yandex.ru,81647302069,,,,,773004984805,,,getcourse,Languages,https://losevapro.ru/about;https://losevapro.ru/privacy,2026-04-30T13:51:50Z,sources.txt,65,A
lovewinter.ru,https://lovewinter.ru,Lenysichka.blondi@mail.ru,,https://t.me/LovewinterTG,https://vk.com/lo.ve_winter,,https://instagram.com/lo.ve_winter?igshid=ZGUzMzM3NWJiOQ==,502215619905,,,unknown,IT,https://lovewinter.ru/politika-konfidentsialnosti;https://lovewinter.ru/contact;https://lovewinter.ru/publichnaja-oferta;https://lovewinter.ru/about,2026-04-30T13:51:59Z,sources.txt,50,B
ludmilavishnyakova.ru,https://ludmilavishnyakova.ru,,89606117169,,,,,,,,getcourse,IT,https://ludmilavishnyakova.ru/about;https://ludmilavishnyakova.ru/cms/system/contact,2026-04-30T13:52:04Z,sources.txt,35,B
macrame-set.ru,https://macrame-set.ru,info@macrame-set.ru,81401645499,https://t.me/macrame_set,https://vk.com/away.php?to=https%3A%2F%2Fmacrame-set.ru%2Fmy&amp;cc_key=,,,645001461301,,,getcourse,IT,https://macrame-set.ru/about,2026-04-30T13:52:09Z,sources.txt,75,A
maestro-school.ru,https://maestro-school.ru,,81401645499,,,,,561203768190,,,getcourse,Languages,https://maestro-school.ru/about,2026-04-30T13:52:14Z,sources.txt,45,B
magicofoilart.ru,https://magicofoilart.ru,VIU7788@gmail.com,85016967069,,,,,502200171603,,,getcourse,IT,https://magicofoilart.ru/cms/system/contact;https://magicofoilart.ru/oferta;https://magicofoilart.ru/about,2026-04-30T13:52:20Z,sources.txt,65,A
makogonvv.ru,https://makogonvv.ru,,,,,,,,,,getcourse,IT,https://makogonvv.ru/cms/system/contact;https://makogonvv.ru/about,2026-04-30T13:52:26Z,sources.txt,25,C
mandalakulon.ru,https://mandalakulon.ru,,,,,,,,,,getcourse,Languages,https://mandalakulon.ru/about,2026-04-30T13:52:32Z,sources.txt,25,C
margoforbs.ru,https://margoforbs.ru,,,,,,,,,,unknown,Business,,2026-04-30T13:52:34Z,sources.txt,10,C
mariamosievskih.ru,https://mariamosievskih.ru,info@mariamosievskih.ru,81401645499,,,,https://www.instagram.com/maria_mosievskih/,451004453119,,,getcourse,IT,https://mariamosievskih.ru/about;https://mariamosievskih.ru/oferta;https://mariamosievskih.ru/cms/system/contact,2026-04-30T13:52:40Z,sources.txt,65,A
marina-beautyschool.ru,https://marina-beautyschool.ru,,81401645499,,,,,682906067005,,,getcourse,IT,https://marina-beautyschool.ru/oferta;https://marina-beautyschool.ru/about;https://marina-beautyschool.ru/cms/system/contact,2026-04-30T13:52:46Z,sources.txt,45,B
marinaoreilly.com,https://marinaoreilly.com,,87517169527,https://t.me/marinaoreilly_uk,,,https://instagram.com/marina.oreilly_uk?igshid=NTc4MTIwNjQ2YQ==,,,,tilda_site,IT,https://marinaoreilly.com#popup:myform,2026-04-30T13:52:51Z,sources.txt,45,B
massageface.ru,https://massageface.ru,,,,,,,,,,getcourse,Languages,https://massageface.ru/about,2026-04-30T13:52:56Z,sources.txt,25,C
mastukina.ru,https://mastukina.ru,mastukina89@mail.ru,81647302069,,https://vk.com/id525898729,,,615426744970,,,getcourse,IT,https://mastukina.ru/cms/system/contact;https://mastukina.ru/oferta;https://mastukina.ru/about,2026-04-30T13:53:02Z,sources.txt,75,A
matyatina.online,https://matyatina.online,info@matyatina.online,81401645499,,,,,772377824545,,,getcourse,Languages,https://matyatina.online/oferta;https://matyatina.online/privacy;https://matyatina.online/about,2026-04-30T13:53:07Z,sources.txt,65,A
max.ru,https://max.ru,,,,,,,9714058267,1247700595230,,unknown,Business,https://max.ru/license;https://max.ru/rekvizity;https://max.ru/contacts;https://max.ru/docs;https://max.ru/oferta;https://max.ru/privacy;https://legal.max.ru/pp;https://dev.max.ru/docs;https://st.max.ru/docs/tekhnicheskaya-dokumentatsiya.zip;https://max.ru/company,2026-04-30T13:53:14Z,sources.txt,20,C
mediym.ru,https://mediym.ru,info@mediym-pro.ru,81401645499,,,,,616503150479,,,getcourse,Languages,https://mediym.ru/oferta;https://mediym.ru/about,2026-04-30T13:53:19Z,sources.txt,65,A
meta-arts.ru,https://meta-arts.ru,,86884113321,,,,,332704613036,,,getcourse,IT,https://meta-arts.ru/about;https://meta-arts.ru/privacy,2026-04-30T13:53:30Z,sources.txt,45,B
metamba.ru,https://metamba.ru,,86474158024,,,,,,,,getcourse,Languages,https://metamba.ru/about,2026-04-30T13:53:36Z,sources.txt,35,B
metaspirit.ru,https://metaspirit.ru,platforma@metaspirit.ru,81401645499,https://t.me/metaspirit_ru,,,,505012089648,,,getcourse,IT,https://metaspirit.ru/legal;https://metaspirit.ru/about,2026-04-30T13:53:41Z,sources.txt,75,A
microbiologia.ru,https://microbiologia.ru,rsovchinnikov@mail.ru,81401645499,,,,,772973970875,,,getcourse,IT,https://microbiologia.ru/oferta;https://microbiologia.ru/cms/system/contact;https://microbiologia.ru/privacy;https://microbiologia.ru/about,2026-04-30T13:53:47Z,sources.txt,65,A
milamanina.ru,https://milamanina.ru,,,,,,,,,,getcourse,IT,https://milamanina.ru/cms/system/contact;https://milamanina.ru/about,2026-04-30T13:53:52Z,sources.txt,25,C
mind-hacking.ru,https://mind-hacking.ru,info@academiya.su,81401645499,,,,,500305211610,,,getcourse,IT,https://mind-hacking.ru/about;https://mind-hacking.ru/cms/system/contact;https://mind-hacking.ru/oferta,2026-04-30T13:53:58Z,sources.txt,65,A
mindfullclub.com,https://mindfullclub.com,admin@mindfullclub.com,,,,,https://www.instagram.com/juliashishkunova.psychology/,,,,unknown,IT,https://mindfullclub.com/kontakty/;https://mindfullclub.com/privacy-policy/;https://mindfullclub.com/oferta;https://mindfullclub.com/oferta/,2026-04-30T13:54:10Z,sources.txt,30,C
mkvadrat74.ru,https://mkvadrat74.ru,mmm.olimp.133@mail.ru,81401645499,https://t.me/AlexFoxi,,,,744910721408,1197746675170,773101001,getcourse,Languages,https://mkvadrat74.ru/cms/system/legal;https://mkvadrat74.ru/about;https://mkvadrat74.ru/offer,2026-04-30T13:54:16Z,sources.txt,75,A
molchanovayulia.ru,https://molchanovayulia.ru,,81401645499,,,,,690406344951,,,getcourse,IT,https://molchanovayulia.ru/about;https://molchanovayulia.ru/cms/system/contact;https://molchanovayulia.ru/oferta,2026-04-30T13:54:22Z,sources.txt,45,B
mommyyoga.ru,https://mommyyoga.ru,info@mommyyoga.ru,81401645499,,,,,441404382138,1197746675170,773101001,getcourse,IT,https://mommyyoga.ru/privacy;https://mommyyoga.ru/oferta;https://mommyyoga.ru/about,2026-04-30T13:54:26Z,sources.txt,65,A
moneyhubclub.ru,https://moneyhubclub.ru,,88470797491,,,,,,,,getcourse,Languages,https://moneyhubclub.ru/about,2026-04-30T13:54:32Z,sources.txt,35,B
moondreams.pro,https://moondreams.pro,tea-print@ya.ru,81401645499,,,,,771995668698,,,getcourse,IT,https://moondreams.pro/about;https://moondreams.pro/cms/system/contact;https://moondreams.pro/oferta,2026-04-30T13:54:37Z,sources.txt,65,A
mttpro.ru,https://mttpro.ru,,,,,,,,,,getcourse,IT,https://mttpro.ru/cms/system/contact;https://mttpro.ru/about,2026-04-30T13:54:43Z,sources.txt,25,C
mtv-school.ru,https://mtv-school.ru,,,,,,,,,,getcourse,IT,https://mtv-school.ru/about;https://mtv-school.ru/cms/system/contact,2026-04-30T13:54:49Z,sources.txt,25,C
myagkierody.ru,https://myagkierody.ru,Myagkierody@gmail.com,83335616636,https://t.me/myagkie_rody_vrnbot,https://vk.com/myagkierody,https://www.youtube.com/channel/UCgOP87zTCd02To8uNYhBq2Q,https://www.instagram.com/myagkierody,123256456621,,,tilda_site,IT,https://myagkierody.ru/politica;https://myagkierody.ru/oferta;https://myagkierody.ru#contact;http://myagkierody.ru/politica,2026-04-30T13:54:54Z,sources.txt,75,A
mydreams-elena.online,https://mydreams-elena.online,,82552854619,,,,,,,,getcourse,Languages,https://mydreams-elena.online/about,2026-04-30T13:54:59Z,sources.txt,35,B
mylifediane.com,https://mylifediane.com,,80074100000,https://t.me/mylifefinance,,https://www.youtube.com/channel/UCfsBJXvGcq2w0gG4LLHWrDQ,https://www.instagram.com/mylifediane/,,,,getcourse,IT,https://mylifediane.com#about,2026-04-30T13:55:04Z,sources.txt,45,B
mysterium-centr.online,https://mysterium-centr.online,info@mysterium-centr.ru,81401645499,,,,,231101370847,,,getcourse,IT,https://mysterium-centr.online/oferta;https://mysterium-centr.online/cms/system/contact;https://mysterium-centr.online/about;https://mysterium-centr.online/privacy,2026-04-30T13:55:11Z,sources.txt,65,A
naida-style.online,https://naida-style.online,info@naida-style.online,81401645499,,,,,051600779174,,,getcourse,Languages,https://naida-style.online/about;https://naida-style.online/oferta,2026-04-30T13:55:16Z,sources.txt,65,A
nastroyka-method.ru,https://nastroyka-method.ru,,81401645499,,,,,770501747083,,,getcourse,IT,https://nastroyka-method.ru/about;https://nastroyka-method.ru/cms/system/contact;https://nastroyka-method.ru/oferta,2026-04-30T13:55:22Z,sources.txt,45,B
natalia-holistic.com,https://natalia-holistic.com,,,,,,,,,,getcourse,Languages,https://natalia-holistic.com/about,2026-04-30T13:55:27Z,sources.txt,25,C
natalia-shevtsova.ru,https://natalia-shevtsova.ru,instauroki@gmail.com,81401645499,,,,,482612666226,,,getcourse,IT,https://natalia-shevtsova.ru/about;https://natalia-shevtsova.ru/oferta;https://natalia-shevtsova.ru/cms/system/contact,2026-04-30T13:55:32Z,sources.txt,65,A
natalyaakramova.ru,https://natalyaakramova.ru,,,,,,,,,,getcourse,IT,https://natalyaakramova.ru/cms/system/contact;https://natalyaakramova.ru/about,2026-04-30T13:55:38Z,sources.txt,25,C
natashavysotskaya.online,https://natashavysotskaya.online,,81401645499,,,,,661217694008,,,getcourse,IT,https://natashavysotskaya.online/cms/system/contact;https://natashavysotskaya.online/about;https://natashavysotskaya.online/oferta,2026-04-30T13:55:44Z,sources.txt,45,B
naumovatrener.com,https://naumovatrener.com,info@naumovatrener.com,81401645499,https://t.me/naumova_trener,https://vk.com/naymova.trener,https://www.youtube.com/channel/UC9NrJfEF9443ZykA23L9MZQ,https://www.instagram.com/naumova.trener,771978726607,,,getcourse,IT,https://naumovatrener.com/about;https://naumovatrener.com/oferta;https://naumovatrener.com/cms/system/contact,2026-04-30T13:55:50Z,sources.txt,75,A
ncc-school.ru,https://ncc-school.ru,info@ncc-school.ru,86462376134,https://t.me/OK_Protocol,https://vk.com/ncc_school,https://www.youtube.com/channel/UCvz_XyLjB6Zu526ZkCCoZSQ,https://www.instagram.com/ncc_school/?igshid=15jp04qkv6g3v,772202856095,,,getcourse,IT,https://ncc-school.ru/policy;https://ncc-school.ru#about;https://ncc-school.ru/oferta,2026-04-30T13:55:55Z,sources.txt,75,A
neirokouch.ru,https://neirokouch.ru,neirokouch@yandex.ru,83607066114,https://t.me/Sandra_del_Sol_NeuroFeya,https://vk.com/sandra_del_sol22,https://youtube.com/@sandradelsol9114,https://instagram.com/sandra_del_sol?igshid=YmMyMTA2M2Y=,770470056686,,,tilda_site,IT,https://neirokouch.ru/aboutneuroart;https://neirokouch.ru/oferta;https://neirokouch.ru/about;http://neirokouch.ru/oferta,2026-04-30T13:56:05Z,sources.txt,75,A
nekrasovamarianna.ru,https://nekrasovamarianna.ru,galaktika0910@gmail.com,89514860486,,,,,590600565420,,,getcourse,Other,https://nekrasovamarianna.ru/kontakty-2/;https://nekrasovamarianna.ru/privacy,2026-04-30T13:56:11Z,sources.txt,55,A
neschoolyuoliya.ru,https://neschoolyuoliya.ru,Neschool2025@yandex.ru,81401645499,,,,,026823154602,,,getcourse,IT,https://neschoolyuoliya.ru/oferta;https://neschoolyuoliya.ru/about;https://neschoolyuoliya.ru/cms/system/contact,2026-04-30T13:56:17Z,sources.txt,65,A
neurodoktor.ru,https://neurodoktor.ru,,,,,,,,,,getcourse,Languages,https://neurodoktor.ru/about,2026-04-30T13:56:22Z,sources.txt,25,C
neuromagicpro.ru,https://neuromagicpro.ru,info@neuromagicpro.ru,81401645499,https://t.me/neuromagic_school,https://vk.com/neirografic,,,782570633792,,,getcourse,Languages,https://neuromagicpro.ru/%20oferta;https://neuromagicpro.ru/oferta;https://neuromagicpro.ru/privacy;https://neuromagicpro.ru/about,2026-04-30T13:56:27Z,sources.txt,75,A
neurophotoschool.ru,https://neurophotoschool.ru,,,,,,,,,,getcourse,Languages,https://neurophotoschool.ru/about,2026-04-30T13:56:32Z,sources.txt,25,C
neurosila.ru,https://neurosila.ru,,,,,,,,,,getcourse,IT,https://neurosila.ru/about;https://neurosila.ru/cms/system/contact,2026-04-30T13:56:38Z,sources.txt,25,C
neurosystem.pro,https://neurosystem.pro,juliaklimova95@gmail.com,81401645499,,,,,583411073284,,,getcourse,Languages,https://neurosystem.pro/about;https://neurosystem.pro/oferta,2026-04-30T13:56:43Z,sources.txt,65,A
newableton.live,https://newableton.live,,81401645499,https://t.me/morfog,https://vk.com/rtrg?p=VK-RTRG-663270-gR3Aj,https://www.youtube.com/@Dima2Dcube,,381112871511,,,getcourse,IT,https://newableton.live/about;https://newableton.live/cms/system/contact,2026-04-30T13:56:49Z,sources.txt,55,A
newskya.ru,https://newskya.ru,,,,,,,,,,getcourse,Languages,https://newskya.ru/about,2026-04-30T13:56:54Z,sources.txt,25,C
nikabrow.online,https://nikabrow.online,veronika.gofman@list.ru,81401645499,,,,,553401907125,,,getcourse,IT,https://nikabrow.online/oferta;https://nikabrow.online/about;https://nikabrow.online/cms/system/contact,2026-04-30T13:57:00Z,sources.txt,65,A
nikibest.ru,https://nikibest.ru,info@nikibest.ru,81401645499,,,,,773510011200,,,getcourse,IT,https://nikibest.ru/oferta;https://nikibest.ru/cms/system/contact;https://nikibest.ru/about,2026-04-30T13:57:06Z,sources.txt,65,A
nikolaevaschool.ru,https://nikolaevaschool.ru,,81647302069,,,,,552700769961,,,getcourse,IT,https://nikolaevaschool.ru;https://nikolaevaschool.ru/about;https://nikolaevaschool.ru/cms/system/contact;https://nikolaevaschool.ru/oferta,2026-04-30T13:57:12Z,sources.txt,45,B
niyatkach.ru,https://niyatkach.ru,Tkach.evgeniya@list.ru,81401645499,,,,,507460959191,,,getcourse,IT,https://niyatkach.ru/cms/system/contact;https://niyatkach.ru/oferta;https://niyatkach.ru/about;https://niyatkach.ru/privacy,2026-04-30T13:57:18Z,sources.txt,65,A
notabalansa.ru,https://notabalansa.ru,notabalansa@yandex.ru,81401645499,,,,,772909843365,,,getcourse,IT,https://notabalansa.ru/privacy;https://notabalansa.ru/oferta;https://notabalansa.ru/cms/system/contact;https://notabalansa.ru/about,2026-04-30T13:57:24Z,sources.txt,65,A
nuwkaivanova.art,https://nuwkaivanova.art,info@nuwkaivanova.art,81401645499,,,,,165607438638,,,getcourse,IT,https://nuwkaivanova.art/oferta;https://nuwkaivanova.art/about;https://nuwkaivanova.art/cms/system/contact,2026-04-30T13:57:29Z,sources.txt,65,A
obraz4you.com,https://obraz4you.com,togetherbecause4@gmail.com,82159280845,,https://vk.com/numerologybezvody,https://www.youtube.com/channel/UC52JrJNcXqAeYRXZgtL0HTA,https://www.instagram.com/school.obraztcovoi/?hl=ru,801224402000,,,tilda_site,IT,,2026-04-30T13:57:41Z,sources.txt,75,A
ogcgschool.ru,https://ogcgschool.ru,,,,,,,,,,getcourse,IT,https://ogcgschool.ru/about,2026-04-30T13:57:46Z,sources.txt,25,C
oksanacherenkova.ru,https://oksanacherenkova.ru,info@dimarikov.ru,81401645499,,,,,440203241015,,,getcourse,Languages,https://oksanacherenkova.ru/about;https://oksanacherenkova.ru/policy;https://oksanacherenkova.ru/oferta,2026-04-30T13:57:51Z,sources.txt,65,A
olgabrainschool.ru,https://olgabrainschool.ru,psyholog.olga.brain@gmail.com,85016967069,,,,,772665180777,,,getcourse,IT,https://olgabrainschool.ru/cms/system/contact;https://olgabrainschool.ru/oferta;https://olgabrainschool.ru/about,2026-04-30T13:57:57Z,sources.txt,65,A
olgatyagar.com,https://olgatyagar.com,tyagar.olga@mail.ru,81401645499,,,,,673111712641,,,getcourse,IT,https://olgatyagar.com/about;https://olgatyagar.com/cms/system/contact;https://olgatyagar.com/oferta,2026-04-30T13:58:03Z,sources.txt,65,A
one-way.dev,https://one-way.dev,,,,,,,,,,unknown,Other,,2026-04-30T13:58:06Z,sources.txt,0,C
online-retreat.ru,https://online-retreat.ru,lifeworkbalancewithlana@gmail.com,81401645499,"https://t.me/lifeworkbalancewithlana,",,,,781109091583,,,getcourse,IT,https://online-retreat.ru/oferta;https://online-retreat.ru/cms/system/contact;https://online-retreat.ru/about,2026-04-30T13:58:11Z,sources.txt,75,A
onlyguns.pro,https://onlyguns.pro,info@onlyguns.pro,81401645499,"https://onlyguns.getcourse.ru,",,,,730501673012,,,getcourse,IT,https://onlyguns.pro/legal;https://onlyguns.pro/privacypolicy;https://onlyguns.pro#about;https://onlyguns.pro/about,2026-04-30T13:58:17Z,sources.txt,75,A
oplataonline.store,https://oplataonline.store,belarusgive@gmail.com,89606117169,,,,,752901996920,,,getcourse,IT,https://oplataonline.store/cms/system/contact;https://oplataonline.store/about;https://oplataonline.store/oferta,2026-04-30T13:58:23Z,sources.txt,65,A
orto-club.ru,https://orto-club.ru,,,,,,,,,,getcourse,Languages,https://orto-club.ru/about,2026-04-30T13:58:28Z,sources.txt,25,C
oxana-linnikova.ru,https://oxana-linnikova.ru,,83869275333,,,,,,,,getcourse,IT,https://oxana-linnikova.ru/about;https://oxana-linnikova.ru/cms/system/contact,2026-04-30T13:58:42Z,sources.txt,35,B
parasympathy.site,https://parasympathy.site,,81401645499,https://t.me/myparasympathy,,,,560501419482,,,getcourse,IT,https://parasympathy.site/oferta;https://parasympathy.site/about,2026-04-30T13:58:48Z,sources.txt,55,A
pedagog1.ru,https://pedagog1.ru,study@onlineschool-1.ru,81401645499,,,,,272408662220,1197847147090,784101001,getcourse,Languages,https://pedagog1.ru/oferta;https://pedagog1.ru/about,2026-04-30T13:58:54Z,sources.txt,65,A
peppersonline.ru,https://peppersonline.ru,mtn251087@gmail.com,81401645499,,,,,027601492909,,,getcourse,Languages,https://peppersonline.ru/;https://peppersonline.ru/privacy;https://peppersonline.ru/about,2026-04-30T13:59:00Z,sources.txt,65,A
pereverzeva-irina.ru,https://pereverzeva-irina.ru,,81401645499,,,,,263404761909,,,getcourse,IT,https://pereverzeva-irina.ru/oferta;https://pereverzeva-irina.ru/about;https://pereverzeva-irina.ru/cms/system/contact,2026-04-30T13:59:06Z,sources.txt,45,B
physcultura.ru,https://physcultura.ru,info@physcultura.ru,85501612717,https://t.me/physcultura_Bot,,,https://www.instagram.com/beglyakovaa?igsh=MWtpeWtuanZxN2I1Yg==,910200405478,,,getcourse,IT,https://physcultura.ru/privacy;https://physcultura.ru/#about;https://physcultura.ru/oferta,2026-04-30T13:59:11Z,sources.txt,75,A
piano-jolie-school.ru,https://piano-jolie-school.ru,info@piano-jolie-school.ru,81401645499,,,,,245723746841,,,getcourse,IT,https://piano-jolie-school.ru/oferta;https://piano-jolie-school.ru/cms/system/contact;https://piano-jolie-school.ru/privacy;https://piano-jolie-school.ru/about,2026-04-30T13:59:17Z,sources.txt,65,A
pianotitita.ru,https://pianotitita.ru,info@pianotitita.ru,89606117169,,,,,860604149927,,,getcourse,Languages,https://pianotitita.ru/about;https://pianotitita.ru/oferta,2026-04-30T13:59:23Z,sources.txt,65,A
pictura-school.ru,https://pictura-school.ru,,81401645499,,,,,667470690590,1197746675170,773101001,getcourse,Languages,https://pictura-school.ru/offer;https://pictura-school.ru/privacy;https://pictura-school.ru/about,2026-04-30T13:59:28Z,sources.txt,45,B
pisatpolezno.ru,https://pisatpolezno.ru,Yakondakova@yandex.ru,81401645499,,,,,744814043333,,,getcourse,IT,https://pisatpolezno.ru/cms/system/contact;https://pisatpolezno.ru/about;https://pisatpolezno.ru/oferta,2026-04-30T13:59:34Z,sources.txt,65,A
pliginamarina-school.ru,https://pliginamarina-school.ru,info@pliginamarina-school.ru,81401645499,https://t.me/pliginamarina_finance,,,,773002814942,,,getcourse,IT,https://pliginamarina-school.ru/company;https://pliginamarina-school.ru/about;https://pliginamarina-school.ru/cms/system/contact,2026-04-30T13:59:40Z,sources.txt,75,A
poetnavigator.ru,https://poetnavigator.ru,delphinica@yandex.ru,81401645499,https://t.me/poetnavigator,,,https://www.instagram.com/poetnavigator/,222100846381,,,getcourse,Languages,https://poetnavigator.ru/cms/system/contact;https://poetnavigator.ru/about;https://poetnavigator.ru/oferta;https://poetnavigator.ru/privacy,2026-04-30T13:59:45Z,sources.txt,75,A
polyvysotskaya.ru,https://polyvysotskaya.ru,,,http://t.me/poly_vysotskaya,,https://youtu.be/tS-z4PqLIJI?si=BReCi9XtYwMCJiJs,,,,,unknown,IT,,2026-04-30T13:59:49Z,sources.txt,20,C
poronnik.ru,https://poronnik.ru,,81401645499,,,,,781432283622,,,getcourse,Languages,https://poronnik.ru/privacy;https://poronnik.ru/about,2026-04-30T13:59:54Z,sources.txt,45,B
potapoff.online,https://potapoff.online,,81401645499,,,,,780449087769,1197746675170,773101001,getcourse,IT,https://potapoff.online/about;https://potapoff.online/privacy;https://potapoff.online/oferta;https://potapoff.online/cms/system/contact,2026-04-30T14:00:00Z,sources.txt,45,B
powerongirls.store,https://powerongirls.store,mrs.tatisun@gmail.com,81647302069,,,,,434583785965,,,getcourse,IT,https://powerongirls.store/cms/system/contact;https://powerongirls.store/about;https://powerongirls.store/oferta,2026-04-30T14:00:05Z,sources.txt,65,A
praktikapiano.ru,https://praktikapiano.ru,info@praktikapiano.ru,81401645499,,,,,860223157823,,,getcourse,IT,https://praktikapiano.ru/about;https://praktikapiano.ru/cms/system/contact;https://praktikapiano.ru/privacy;https://praktikapiano.ru/oferta,2026-04-30T14:00:15Z,sources.txt,65,A
priblizhaya-zamuzhestvo.ru,https://priblizhaya-zamuzhestvo.ru,,,,,,,,,,getcourse,IT,https://priblizhaya-zamuzhestvo.ru/cms/system/contact;https://priblizhaya-zamuzhestvo.ru/about,2026-04-30T14:00:21Z,sources.txt,25,C
prismaticcolor.ru,http://prismaticcolor.ru,,,,,,,,,,unknown,IT,,2026-04-30T14:00:25Z,sources.txt,10,C
privalova-online.ru,https://privalova-online.ru,,89606117169,,,,,,,,getcourse,IT,https://privalova-online.ru/cms/system/contact;https://privalova-online.ru/about,2026-04-30T14:00:31Z,sources.txt,35,B
pro-bio.su,https://pro-bio.su,info@pro-bio.su,86136663731,,https://vk.com/rtrg?p=VK-RTRG-474582-z1UE,,,470321955054,,,getcourse,IT,https://pro-bio.su/about,2026-04-30T14:00:37Z,sources.txt,75,A
pro-delo.com,https://pro-delo.com,hobbydelo@yandex.ru,81401645499,,,,,645403283916,,,getcourse,IT,https://pro-delo.com/about;https://pro-delo.com/oferta;https://pro-delo.com/legal;https://pro-delo.com/cms/system/contact,2026-04-30T14:00:42Z,sources.txt,65,A
prodecorpro.ru,https://prodecorpro.ru,info@prodecopro.ru,81401645499,https://t.me/okdekor_new,https://vk.com/o.k.dekor,,https://www.instagram.com/o.k.dekor/,575402627818,,,getcourse,Languages,https://prodecorpro.ru/politika;https://prodecorpro.ru/oferta;https://prodecorpro.ru/contact;https://prodecorpro.ru/about,2026-04-30T14:01:38Z,sources.txt,75,A
promestosily.com,https://promestosily.com,,,,,,,,,,getcourse,Languages,https://promestosily.com/about,2026-04-30T14:01:43Z,sources.txt,25,C
promolodost.pro,https://promolodost.pro,,88718000001,,,,,,,,tilda_site,IT,,2026-04-30T14:01:48Z,sources.txt,35,B
prorok1000.ru,http://prorok1000.ru,,,,,,,,,,getcourse,IT,http://prorok1000.ru/about;http://prorok1000.ru/cms/system/contact,2026-04-30T14:01:56Z,sources.txt,25,C
protelo-litvinovat-ru.ru,https://protelo-litvinovat-ru.ru,,,,,,,,,,getcourse,Languages,https://protelo-litvinovat-ru.ru/about,2026-04-30T14:02:01Z,sources.txt,25,C
psy-para.ru,https://psy-para.ru,info@n-zhukova.ru,81401645499,,,,,667116395877,,,getcourse,IT,https://psy-para.ru/cms/system/contact;https://psy-para.ru/privacy;https://psy-para.ru/about,2026-04-30T14:02:07Z,sources.txt,65,A
psybody-university.ru,https://psybody-university.ru,,81401645499,,,,,771301258337,1197746675170,773101001,getcourse,IT,https://psybody-university.ru/privacy;https://psybody-university.ru/about;https://psybody-university.ru/oferta;https://psybody-university.ru/cms/system/contact,2026-04-30T14:02:13Z,sources.txt,45,B
psychologinaya.com,https://psychologinaya.com,,,,,,,,,,getcourse,IT,https://psychologinaya.com/about;https://psychologinaya.com/cms/system/contact,2026-04-30T14:02:19Z,sources.txt,25,C
psychologvam.com,https://psychologvam.com,,,,,,,,,,getcourse,Languages,https://psychologvam.com/about,2026-04-30T14:02:24Z,sources.txt,25,C
psyspaces.ru,https://psyspaces.ru,,,,,,,,,,getcourse,Languages,https://psyspaces.ru/about,2026-04-30T14:03:20Z,sources.txt,25,C
qamasmetankin.ru,https://qamasmetankin.ru,smetankinav@mail.ru,81401645499,https://t.me/smetankin_psyholog,https://vk.com/club228160467,,,292005176205,,,getcourse,IT,https://qamasmetankin.ru/about;https://qamasmetankin.ru/#footer;https://qamasmetankin.ru/cms/system/contact,2026-04-30T14:03:26Z,sources.txt,75,A
radikkiriaev.ru,https://radikkiriaev.ru,rad.roza86@yandex.ru,83386312044,,,,,636900729650,,,getcourse,IT,https://radikkiriaev.ru/oferta;http://radikkiriaev.ru/politica,2026-04-30T14:03:31Z,sources.txt,65,A
radiktalgatovich.ru,https://radiktalgatovich.ru,dilara.mambetowa@yandex.ru,89606117169,,,,,164806178630,,,getcourse,IT,https://radiktalgatovich.ru/about;https://radiktalgatovich.ru/oferta;https://radiktalgatovich.ru/cms/system/contact,2026-04-30T14:03:37Z,sources.txt,65,A
radiologyeducation.ru,https://radiologyeducation.ru,radiology.red@gmail.com,87142199989,https://t.me/neoradiology,https://vk.com/radiology_education,https://www.youtube.com/@RadiologyEducationRED,,502982811600,,,tilda_site,IT,https://radiologyeducation.ru/oferta;https://radiologyeducation.ru/privacy;https://radiologyeducation.ru/about,2026-04-30T14:03:41Z,sources.txt,75,A
razberemsya.com,https://razberemsya.com,ziborovauliy@gmail.com,81401645499,,,,,312322955490,,,getcourse,IT,https://razberemsya.com/cms/system/contact;https://razberemsya.com/privacy;https://razberemsya.com/about,2026-04-30T14:03:47Z,sources.txt,65,A
razumschool.com,https://razumschool.com,info@razumschool.com,88952607994,,,,,246507440071,,,getcourse,IT,https://razumschool.com/about;https://razumschool.com/oferta;https://razumschool.com/cms/system/contact,2026-04-30T14:03:53Z,sources.txt,65,A
restclub-shlapak.ru,https://restclub-shlapak.ru,help.dr.shlapak@yandex.ru,81401645499,,,,,631234072946,,,getcourse,IT,https://restclub-shlapak.ru/privacy;https://restclub-shlapak.ru/about;https://restclub-shlapak.ru/cms/system/contact,2026-04-30T14:04:01Z,sources.txt,65,A
revivalsoul.ru,https://revivalsoul.ru,badaliankr@gmail.com,86605534210,,,,,,,,tilda_site,IT,https://revivalsoul.ru/privacy,2026-04-30T14:04:05Z,sources.txt,55,A
